GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,20.0 [8.3-37.0],20.00000,8.30000,37.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,18.0 [7.5-33.0],18.00000,7.50000,33.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,16.0 [6.6-29.0],16.00000,6.60000,29.00000,,,
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,,,,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,,,HRV,Croatia,,,,,99.9,99.90000,,,,,Source: Croatian Bureau of Statistics; 2018.  
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,,,HRV,Croatia,,,,,11 [ 9 - 13 ],11.00000,9.00000,13.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,,,HRV,Croatia,,,,,10 [ 8 - 12 ],10.00000,8.00000,12.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,,,HRV,Croatia,,,,,10 [ 8 - 13 ],10.00000,8.00000,13.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,,,HRV,Croatia,,,,,10 [ 8 - 13 ],10.00000,8.00000,13.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,,,HRV,Croatia,,,,,10 [ 8 - 13 ],10.00000,8.00000,13.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,,,HRV,Croatia,,,,,10 [ 8 - 12 ],10.00000,8.00000,12.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,,,HRV,Croatia,,,,,9 [ 7 - 12 ],9.00000,7.00000,12.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,,,HRV,Croatia,,,,,9 [ 7 - 12 ],9.00000,7.00000,12.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,,,HRV,Croatia,,,,,9 [ 7 - 12 ],9.00000,7.00000,12.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,HRV,Croatia,,,,,9 [ 7 - 12 ],9.00000,7.00000,12.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,,,HRV,Croatia,,,,,9 [ 7 - 12 ],9.00000,7.00000,12.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,,,HRV,Croatia,,,,,9 [ 7 - 12 ],9.00000,7.00000,12.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,,,HRV,Croatia,,,,,8 [ 6 - 11 ],8.00000,6.00000,11.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,,,HRV,Croatia,,,,,9 [ 7 - 12 ],9.00000,7.00000,12.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,,,HRV,Croatia,,,,,8 [ 6 - 11 ],8.00000,6.00000,11.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,,,HRV,Croatia,,,,,8 [ 6 - 11 ],8.00000,6.00000,11.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,,,HRV,Croatia,,,,,7 [ 5 - 9 ],7.00000,5.00000,9.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,,,HRV,Croatia,,,,,8 [ 6 - 11 ],8.00000,6.00000,11.00000,,,
MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_311678,NLIS_311678,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311678,PUBLISHED,Published,,1993-1994,1993-1994,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,1.3,1.30000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_311678,NLIS_311678,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311678,PUBLISHED,Published,,1994-1995,1994-1995,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,1.6,1.60000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_311678,NLIS_311678,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311678,PUBLISHED,Published,,1995-1996,1995-1996,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,1.4,1.40000,,,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,,,HRV,Croatia,,,,,<0.1 [<0.1–<0.1],0.10000,0.10000,0.10000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,,,HRV,Croatia,,,,,<0.1 [<0.1–<0.1],0.10000,0.10000,0.10000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,,,HRV,Croatia,,,,,<0.1 [<0.1–<0.1],0.10000,0.10000,0.10000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,,,,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,,,HRV,Croatia,,,,,<0.1 [<0.1–<0.1],0.10000,0.10000,0.10000,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,70,70.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,38,38.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,46,46.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,46,46.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,30,30.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,61,61.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,58,58.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,63,63.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,75,75.00000,,,,,
MDG_0000000033,Antiretroviral therapy coverage among people with HIV infection eligible for ART according to 2010 guidelines (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/12,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,,,HRV,Croatia,,,,,No data,,,,,,
MDG_0000000034,"Antiretroviral therapy coverage among people with advanced HIV infection (%), WHO 2006 guidelines",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/12,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,HRV,Croatia,,,,,>95 [75- >95],,75.00000,,,,
MH_17,Mental hospitals (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2955,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,,,HRV,Croatia,,,,,0.165,0.16525,,,,,
MH_18,Mental health units in general hospitals (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2953,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,,,HRV,Croatia,,,,,0.519,0.51936,,,,,
MH_6,Psychiatrists working in mental health sector (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2954,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,,,HRV,Croatia,,,,,11.095,11.09537,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_311678,NLIS_311678,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311678,PUBLISHED,Published,,1993-1994,1993-1994,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,1.6,1.60000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_311678,NLIS_311678,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311678,PUBLISHED,Published,,1994-1995,1994-1995,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,1.7,1.70000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_311678,NLIS_311678,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311678,PUBLISHED,Published,,1995-1996,1995-1996,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,1.2,1.20000,,,,,
SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,,,HRV,Croatia,,,,,8.9,8.93896,,,,,"WHO Global Information System on Alcohol and Health (GISAH), 2018"
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,,,HRV,Croatia,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,,,HRV,Croatia,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,,,HRV,Croatia,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,,,HRV,Croatia,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,,,HRV,Croatia,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,,,HRV,Croatia,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,,,HRV,Croatia,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,,,HRV,Croatia,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,,,HRV,Croatia,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,HRV,Croatia,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,,,HRV,Croatia,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,,,HRV,Croatia,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,,,HRV,Croatia,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,,,HRV,Croatia,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,,,HRV,Croatia,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,,,HRV,Croatia,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,,,HRV,Croatia,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,,,HRV,Croatia,,,,,87 [75-100],87.00000,75.00000,100.00000,,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1422,,,,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,,,HRV,Croatia,,,,,100 [90-120],100.00000,90.00000,120.00000,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,,,,PUBLISHED,Published,,1990,1990,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,2576,2576.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,,,,PUBLISHED,Published,,1991,1991,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,2158,2158.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,,,,PUBLISHED,Published,,1992,1992,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,2189,2189.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,,,,PUBLISHED,Published,,1993,1993,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,2279,2279.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,,,,PUBLISHED,Published,,1994,1994,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,2217,2217.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,,,,PUBLISHED,Published,,1995,1995,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,2114,2114.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,,,,PUBLISHED,Published,,1996,1996,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,2174,2174.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,,,,PUBLISHED,Published,,1997,1997,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,2054,2054.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,,,,PUBLISHED,Published,,1998,1998,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,2118,2118.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,,,,PUBLISHED,Published,,1999,1999,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1765,1765.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1630,1630.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1376,1376.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,WB_HI,High-income,,HRV,Croatia,,,,,1443,1443.00000,,,,,
